,,,,,,,,,,,,,,,,,,,
RegisterExternalLogin.aspx,E0E924820254CDA2DE048D37F7F86F74,639CBFEE0CB6C63397FA7B9D6E318A04FD12F690,AD3A8CB1B7FBCCF2E226C2D2E5ACCA367EC193558F574BE6F54C9EC613A11639,24:j2X8KrxnlcdXBBl2dKSxXXDXwZIPSXUAzGADY5szSnAKuVHwwpfX7DinewsxKyRy:jwzrYVBDC8+kU6et0tpfLD08vLU3RIy,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ResetPassword.aspx.cs,B4DF7CE3A4D8C562A2CDFB00E7565EC4,6B1F967FEC9F3DB00BBE05F4C9C7B6F81D14CBFF,E39CD46329BADAD240535D17011202B60B45A0C521F8943B1F94E430984D283D,24:Jo2ndeT6/Qlf3VxZQHqFz+Hwkh/Amx3OZY10xkFS7H4p/RmbIWHk:Jo2ncT6qWQk+6eFWsMpJkE,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ResetPasswordConfirmation.aspx,63EA3C47F2CCEC6E7021457DD358F3A4,6B2AF43FC49698ACA9B2BEFBB999A3D6A6B98B46,4B7B58B60E41ADCBB453F0F084856F9C20E57254396DA849BE5065AA688FDADB,12:j37nl3MyHOBl2dKSxzf7WAwZAH4e62HO8s/90ebSncVF1jN+TBlIby:jLnlczBl2dKSxzjXwZIZj4vVF1jBy,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TwoFactorAuthenticationSignIn.aspx.designer.cs,E878C484334348F4B630E04E8A2C38D7,264AF3168989991818933ECB491D69DE091A03E0,AFF65EF8ACC9A2C4768F377F6437136959E1F73E91CA9E3EDA3275AEC054056D,24:GMSv4KWuvMK3Vx23hxZDIbhxj2toG9hxhPoSRhxZ1sErhxGBJBOMWhxZcZghxZ/A:pA8pIStoGzPo25m/BDOkskzj,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VerifyPhoneNumber.aspx.designer.cs,7C580C49F0CA9D746AA839606079964B,379FEAD64C884EB1530A013819DD06BCB22AF329,DF36F1B2C2D1F755516623F79F43BDCB2EE69EBB665A393FCEAA42087361A71A,24:GMSv4KWuvMK3VxGBWhxZbFrhxGP0ChxPJ:pA810JmPT,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
license.txt,67AA8C0A568A74A49637AE2F95DAC203,29D124A34F3CA81CD6A1E4E92880B3B0FABFB912,78CA570720A9B4511E2D68FB81E43520D14A049366FD0EC0BB18096BB25249AD,24:nhrLHaH0yPPTtWJq1hYp9QHBsUv48Bk4/+dGxo3C8q4Fz:hHqlP51gQHBs5JTx3C8xFz,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
readme.txt,E543B0F5D98E1C9CC825E488291D4EAD,4C4CC28931F8088BD106ED4DC7CC5D4D949AF4E1,C90A95771EBF4CF44CA754FCDC48486CC0FF40C68F8B509FB468EE106C8B5AE1,24:w/rYSXBqldj7N/2RletfpU4ZBzJVU44EP4OuduyoG:Cr1ql32RletRl9XyEP4jD,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PoisonText.txt,0D3D1FABD71D56A1770178180DBB723A,C9958FA88C6F2FEF4620842F7572852C97664A9F,0BD590CBCA8C35BE524BDA932FE7C1266D1BBAF5409E2644B049F7ADC06F33F4,768:VlmQUWEMV+sTiZu/nAIpZbxvlpSbq7yaGMaEsI7uKrwp3kQ6HANMMy9gBbG2Xwx:7m6HANMMy9g17c,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
copying.txt,99F3B5B60D488B7F1A56E14BD13C76FE,F4DC0C3B183066767E8EE4B2DF64BA2B67287B13,2C3C3EF532828BCD42BB3127349625A25291FF5AE7E6F8D42E0FE9B5BE836A99,384:ojnBIk+x/vIqk0lkX6sT6AATeINgKP+nHQ41fgcmmItyOQeM9YfWEZJBfuo0:o7BJsPkOTeDnLqFXTflZJBfuo0,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EntityFramework.help.txt,DBE71C50019F67D4C27CCB12B5E7E609,9643A8B9EF02E741D110701845616BA5330F3762,EBFBC965F0AEC39DC1D32A59CAEBC410223F6F8A641E706E5F928B63C33A2F6A,24:f2mFTktNuV0egXVjCgkBzF8DMkYks1qnApdIXVc5m8yaQterHPeVsuhkaT:f2mFTykVAXVmggyDrOedXVUmH1tyvq,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExpiredPassword.aspx,8214BD033B7830AE489F779DE2184D6E,7C8FDC068C58FF95B36BB7CF79F5F0EA80F16DAC,7DA82F6C51C370D57234EB7CFFCF4009F0B89268F403368CBCE9FAB879FCCDC0,96:j3ZEQEV5wYKRsqdwdnEMsA++nY8nLK+R9SFEavxnYXtMb3:jpGadsQwdndsA+QYKO+R90EixFb3,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDManLib.dll,43538E83007A919DD8EE96655B2BEA38,49871B8C61DB4142926BF28C3B474C2E70ABAC4A,ECC0766B13F2B34D7C9FEDDA622F0E8F2AFF683D241545FDE1E39726330B6A1E,48:6mFvmUKVU1elA3QzwwKK7cpji24etBr/7ONFOPulUY0x38HI:/gUB1em1FI24etJcyY0B8,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minion.dll,74A3092EF6B769F5B730E35CB66A3789,B6B688B58893738FC8AFE28884B321D4B7A17A4A,6E9C974440C1D23DFF28A5578C39004A543E4C60B772C62C50B593BC37EE4D3F,768:8RMnbMnhAWQ+dziRQDhyf4FUBzIU79bHqZt+hdtTgVcW:8RMngiWDhGIU79bHIt+ftAn,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newtonsoft.Json.dll,F33CBE589B769956284868104686CC2D,2FB0BE100DE03680FC4309C9FA5A29E69397A980,973FD70CE48E5AC433A101B42871680C51E2FEBA2AEEC3D400DEA4115AF3A278,12288:WvS56CuBAXYxeeNvWHc3oY2osSeBTdb+:K07SAIxOhAVeBTdS,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
main.css,BBF0CD1A94DAD5FFD9FFBF69FC38F441,CD6C92D8C6BCB48D8B74B23A8386F6136264A8CB,34D5E4F5D891C42E4FC57C48384619437206310FA23A155369A1C0D672B6AEE8,96:zvjAJzgKeGP3cfngoWlFzAjP+MX4xA8KaVUT/IaI7kIjLFVZEkxS1LPPzsEFkTAQ:Elk3X4UaViI3dS1LPPlkYji,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
util.css,9CABF2D2CE5A30AE04A9A78140E4B73E,1CB5C5C9760FF75C095C00A93EC0887B2F093B94,27751CC48FB8C009D013FFB85F0F2B1DB36530791ECA74D317AEC90D34F09B39,1536:y/TqOtylZDCDHW8IbewCDYHy2P3EHuAor7EDH++:gaS2Q,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELP-US-OUT.txt,A1E5BE58E81E919BA2E579CD1C65283E,4F7BF961F1BED448F6BA99AEB9219FABF930BA96,3034EBB0F7C42896648F5303E3499CD7DFE4DB010F9578FF45FB42AF2884ED6B,6:kMJ2y7FqR5E9BFHZD1Uzc8WzhpOXsrCstqJbbaWqrbx31OF1TKi3+i:kI2uq/WB1UzWVU8r9NrF1Fli,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat-Black.ttf,6D1796A9F798CED8961BAF3C79F894B6,B7553074657A5FFF0D17AFCD5A47C99116C72854,DA0B09317F1CEFFB9767876579B15DC4DC9F75784E678404AA80632B6771207D,6144:+ljzlYFkTPeIKtyatjUA8rfqlC1vLlejeviQ:OjzlYFyeIKwatjUaOvLleju,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HighShellLocal.aspx,32675A4A9EA3F8133149855105B30D7D,354DA47669365BFDE24F26154805C993D3EDFB03,1D7D35D1BBB5B1CF1A509F54E11EB724894797C91C8EDAE598F74EDFBF0AD34A,768:5bowluKlEH8BD/iEOU94Z9rU8B1Ms6cFqPGnEU38RwUkUSm7fyDc77cc30:Bowli8N/SRL1MSnEiB,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7za.exe,0184E6EBE133EF41A8CC6EF98A263712,CB9F603E061AEF833A2DB501AA8BA6BA007D768E,DD6D7AF00EF4CA89A319A230CDD094275C3A1D365807FE5B34133324BDAA0229,12288:rmJysC11szmzqS/Vf3gny3MhcGsnWrfATfkeafIO3rn1ExwnZE1f:r9s/zmT/my8zoW6ff4rn1ExwZE,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbt.exe,F01A9A2D1E31332ED36C1A4D2839F412,90DA10004C8F6FAFDAA2CF18922670A745564F45,C9D5DC956841E000BFD8762E2F0B48B66C79B79500E894B4EFA7FB9BA17E4E9E,384:xl+ZbDOfdyXM5ceI8cmoGfOyGPkof7DPzwVkgt+kFab6BCXS2brlszQ:T+4f9I8YCGPkm7GYkEb4CXSwX,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rx.exe,46B4D31FCAFAAC43BC99C48140FA8AFE,3FB86FECAFFA675779A9FEDBF4AFBF9B80549653,A6A0FBFEE08367046D3D26FB4B4CF7779F7FB6EAF7E60E1D9B6BF31C5BE5B63E,3072:BqSNVTOa/8W5ehPo0K74Ln7QGxWabUTXj3NJIIEw5LQilc7:BqG9Oa/8Hhw0K74Ln8abIdJIIEC07,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
main.js,43C8800A03CD32E9555549213408C2DB,C2459BBB6EE0B548995B17B68DF2402260639FB5,EDB237689BAF2E751C4D8CF064368C866D8C862E71D0DCE7964C6C55D10DA3BE,384:r2rpbtt6wsQiT9ViLzLzt4woCUhFRrPPM8/JrESpQchZOkqy:KdywstTyLz+BCUhnzM+JA2Qbkqy,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
send.js,40053280D29285E2D43A78C1C89D35F2,DFB3B96EF8B9C5E7794DEB0939907525E33A1103,F10FFA495A537A71498AB62F0AA13823E4CEFEBDA3E6EB18D9B5E1399EABD366,96:AtiBY3JNzZIWpsxiiGlwoBQeDSxZuC/aRG/I:A1ZVDwo2n/uT,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utility.js,5847D0689CD53B0B57D269F2D810BA59,34BAAA9C0289D9B09827813BD451A40EC3A4EDBC,82492ACD3634BA38E82109DB7675D4B3445F903F60E5C72D5A2844C643AF9096,96:6i5m/+4+heTOgKpqU7XJfNTsZy9JKxNsc+kUDgN/y/VqFsuqrx0TaakqaLqqaicP:6ioW4+heTOgKc6ZRPK8GUDgk/VoJKx0f,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
download.cs,2C8E65E5F6BC9D78D8CACE6ABB4C7C26,D8962AF22E1D677829EC47EB44E4F6F04ED83C36,EC0DD248BDFC4D8CC0ECB2C93FB7B1EB6CC25EA1D52C1D243907BFBB56ECF0DF,48:S7QVypKzwQXzBYDFeXA4hoQmPQTfCUQ03ezFR7TdEk6IGNsuR38RxfbVr7uxvfVy:yQVLzwQXzqYOQmPQLCUQ6WFRzvGNu2w,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDManLib.dll,43538E83007A919DD8EE96655B2BEA38,49871B8C61DB4142926BF28C3B474C2E70ABAC4A,ECC0766B13F2B34D7C9FEDDA622F0E8F2AFF683D241545FDE1E39726330B6A1E,48:6mFvmUKVU1elA3QzwwKK7cpji24etBr/7ONFOPulUY0x38HI:/gUB1em1FI24etJcyY0B8,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDManTypeInfo.h,D86DF70D34874F53F8671C9EA8D8063A,2B6267010EFA28E61E78CF4EA2B00B8059E76DA9,5D9C728EA3138DCA6FCF3D56A5679C4455CB791869F0B4DDF2AAC0A28FF5A829,192:nLHz2Wc637EaW0TYm7auXFOGNaW0TYm7JT5L0+aW0zYmbRLoaW0TYm7aDqXlsG1f:nzz2Wc637LXF7BLHXl18pa,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDManTypeInfo.tlb,51C06D1E2B0510872F68447BE0C3B76E,07CD1DB53209CEEBC31C80760DE2E0B036074B6F,4088E8E2ACB957E298CDA66E9B48E9F94B695B87303444F8724D7CA13FB291F6,24:sEhHKkbQ7cb1X1bpWhNl23wAR8K+N8uyubiWRsofa2Pbgx6QKT4PA8JcD7McauaF:9vD1XGhNlKYLT5pdSZd,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDManTypeInfo_i.c,380047EF93AF66CF7FC026EDD6159613,68319967D021AE9390296B2582C2720E5CD82A47,B7BF089C41777F6E2B6F007F6406942609E23CD15155EBFA4C8A17C8E440B77C,24:k2k0XpbZJmKhYpQDoHJYBLp2J2pxpMm/2PX16LNeRAONeCLCcfUulqa0b:93eKKQ0HJ+Mc6m/iAJKRCcfNYaM,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browserconfig.xml,A493BA0AA0B8EC8068D786D7248BB92C,974AEA18BDA5A95802C06B80126AB1D96D91D708,C348B0D6DF3D900EFEF7AE4B4DFC8B62B1737B04D09D4584FEF243211C266866,6:TMVBdRLW60OnmkQzTWRYgO+JONBqrMOr5MOr6VwLn:TMHdNWGSTWRYx2ONMrMgSOrtn,"Defense evasion
Discovery",0,0,0,0,0,0,0,0,0,0,0,0,0,0
site.webmanifest,108B826A6E1DABD16CDDDE2129AE13BC,DD18A28F6AAC2AF0A9DA25C4258D08D2AEC81A0C,8E844178FA96C8F4F32C0297DBDD4BE224CC90847CD4053879D8B5EEBB57681F,6:viNvXqoX0XB79mGoOezCU3hKvN8K2GTagGT4Swqn:+XNgBAGu3eN8YTaDTxhn,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UserLogin.cs,9676395ACDACCAE22C2E1957BB8DD0AB,19D9EA95C1326DDBC160B0B4A9A9DFD64CD859A2,E8725C76A11BB6157B00F67BBBA54D7A5D2FAE561915F5DBDCFEFCD47C140E5E,24:JokqF3HPASSedyM6KVVe33IyMx/I74DAieCpZMPDClPsSmplwIolgXjCnlTym/cV:JoXanMPr2ZMNKPivpZM7FpSFgXjajfId,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payload.dll,D6725D6F8C84AFCB2E7EABE4683E0512,3506CE5C88EE880B404618D7759271DED72453FE,E3E057465BB3A5CA29B4D3D4B0AAFBAD57506EE231E511FC1D6C2866DC4B0EC2,192:XDxQ0GZ0x3Kftt7aKFlxFjqU5ljTjGczpYp:TxHGmBK6gbqinjYp,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quax_A_BOOT.IMA,BA02F4502D6CA67EA5033AEBCE28A36D,E66F030641E19797B6550577D9CFF11AC998A19C,6BC1D767C96B93518F185CFA1EEDE06FABE2C1C8968160A02E26B0FCEC4BC35B,24576:of91K8ChpC66XvP/pOK+FfgZ6rvI6cgeCX028BGH0h:o11KtpSXv529yGsgeCXIGUh,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
builder.vcxproj,45AF840C95D82849D3F5340244C169AB,AD587D818DC1366107F9D63B002A9FB9CA82066E,98B67ED011998888A410DD079A5903DD50ACD46D87148D5618472C57C8265688,192:UmkjwIeBIIpBwHD/ZPc2/KPch/KPcb/ZPcE:Umkr/tH/i8/ia/t7,"Defense evasion
Discovery",0,0,0,0,0,0,0,0,0,0,0,0,0,0
builder.vcxproj.filters,9FD28237D11FA88656A68D4F69A4FC86,00B71C1C12CD177786765AA336EDC235A3B5D4D0,170B360621CD9B33205B2EF8BF0453B9ED9D4CB12BEE545085553E580A10D62D,12:MMHdsWim4+D02XmP4gQY1u3MzziG4DqwyglO0rWc5Czm8qwyglX7YFj2GzyZHIQg:JdZ4+KPRN1IMx4DtoMlWt2ZiZQ7x,"Defense evasion
Discovery",0,0,0,0,0,0,0,0,0,0,0,0,0,0
builder.vcxproj.user,B97115C31582BCB2B6AB5F6F834DB248,F75316DC9EE719D300A59BCB8A0F92B26C66B6BA,C65B2B1A71DCD26333D8DC209FFEB90A906DDD8BBAB6D45DADA8E3BC84C30226,3:JLWMNHU8LdgCj4JWzyWQHHALREDmNGzE+tR2T2K2VWPXxStKIPAG9:JiMVBdD4JJWS+YmUA+D2T2reKKyj9,"Defense evasion
Discovery",0,0,0,0,0,0,0,0,0,0,0,0,0,0
decryptor.exe,04DCE97942DFB520FB4C12527C82164B,0F25BF233A3E6B4A84AAD701FC8D50E28D2766F0,142CF75BC8DBFBD76F21F48B86ECBE11297E94071C9C55C1EE280D95C6AC6814,1536:THCXKoIcuow+zOOm3gQgXAcDAaX1fWgQhoSyg4b+3nmvJmu:TSRuoGOm3gQgXAOAaX1ugQhoSV4uUn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decryptor.ilk,672C4CA028C069EDFF75EC66F64764FC,00143DC3610F7F4EF5CFA93CF2027CD988C1EBCA,E8B076719F648BAD33C02557ADB1825A0BFDA497A817B17A5FB3C699559B2577,6144:teHsCTeNHUSqAqtx6P3tw3BIWcEhXLO1nzzDeL6z/QJ2tHm2:8GUSfNiIWcEo1Ke,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decryptor.pdb,D28F6D860CC7415C725CAACA414A6A32,3823CF5C63B6D1BA15A3CA2581E83D830E63074B,6B8EF6ACB7D99764102DD29C2FC5D6305D2B0106A1247020FE5178985A5499F9,6144:Wyzo1eA/NiA1bBIwNbYq1FSni+akk/1H3rkor7r+P9L7yTU9/QcvxdJt1ZVHlzRD:n8DJIBiB5mdK1DrZLVp,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decryptor.cpp,5ECF84719D4591E19547A1C612C0FF97,572EE3BB2230EC5F03E70491EE7EFBC1F5E4EE85,F3828843E86F1BADCAC61588EDE41AB56A673A2FA8CB5D0123616AD018B2E670,192:VLf3OPSMMve7obHJ/O+e6LTLAjXJlOAzMiznn9rJnr:p3OpMvecbpGB6aZAs,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
global_parameters.cpp,2969A9BFAFDDE71692B04F62A449B285,7CE56E03251B8DDF708E52626B1FA6C2D5B1E70A,DE067C2A047DD496892747009FBC9B84FDFADE0DB52CF74144C0E48D76E829D9,12:RAMDTLkJBc2aorB/bY656mAeQpqhADQOsClR2OVjNRupJ5y9fpMqq:RoJPdrB/06UmCpqhMps+lJ+DyVpa,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memory.h,7EA527A4698207576D5AB9C5E84F36B5,81C52C900B6FE3DB4A036ED71C86DA82DA59350B,906100AC3FDC6DBA798DB8F8A63F1B05E349F7930074BC14720BA6F7F1DEA79F,3:U1FQ/bLeUA9GKI3LJw9WVEGScFw2sF0fqNxzXhkKfxcvWAeshFc8LiAn:2+/blAkT3L+0uYFw2fszxkK5AWOFtiAn,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decryptor.Build.CppClean.log,B956B2A5A334C51EF66E16AEB1E205B9,162F6C98CBBE52927D45B68D13EEA4526D7E7CA3,7DFB37EF9F443E8E5A543DB8AF9323968BD5092DB151F1E5615141DB7972A236,24:I9F6F9FyeF5FPF7uFAFaFUwFpFeYi1VFUK5lVFUKpKVFUKrFUKGVFUKMKVFUK3r:Ibgbyknt7UeAn3cTJjTJkTJ5JGTJLTJb,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vc142.idb,589F676E8AB322721B121B2CBF5ED60C,EED1F3DE54A8EA6D9F7D18EA83FC2E8B9A9A5ED4,461D31A985BF9318E66042E65E4B99A9A59663C6DEE73F7A41C12118BF44ABE9,768:9BK7/xU76n46AV6TuE2WMJNVfuE2aMJN9aCgGBJ1F3qIMgGJsgGRUUKxG3bMiLKM:W469A0OiJxk8BjiVd+DVOY8wgqvn,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vc140.pdb,1D989CC2569F480181922FFAC46C8281,2C7C8D7C58B5B4C43E44F65E71D4A3921655E092,80A495DCD791F6D66830ACF83431662BE49D6967A142289C2AC3F2B595AC3DA1,6144:ypmpfpnYXCVo9CsCTo0mIL2IUxR0osaagzrKAYHD0tO58Dc0OyFFwv3oFd8J:ypmpfpYkL2IUxR0osaaMO58Dc0OHqw,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MetaRandom2.h,A58E04B2E5FA13B7A51BB8283E828FF6,F67163E408BEC42D1053F56A54A64E5C1E64C344,803CE8CED96F8E0C88005ABE2BCEC61A268C77C8E5F06748A9D3E563AD1B03BE,24:u6Lm3BIHv6y5pRxF/SxHNAqoDoAJRoALAoDoA1F+qoAnydNvmt:uwmuHvjzLSxHiLRTx+qdONvmt,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DirectXApps.sdb",1894C5E9D158EF24C021D433C6F67BCE,B5874AFF6C806138590EE3AE84799E08EA8CDE26,5951E63D75704C6104D6DEC05393F25903422242966804A4F6DE32434BE0673A,24576:beDCn9jRbQjRO07v0Yj0+DDZDNC1UNHND9XdbdF0Zfm:ljRbcrv0YP,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AcRes.dll,979F7F4BF0CEBDA21316BAD62F76B47C,8B883DBA0B33E4EEFBDA1FAC86AE70CF125965A3,F510E9CE394D99DF01B93258C3A16586CD13295D13417372B4D040B6EAC8EF4E,3072:7xo/mc1wub7Yx7WcMvZlW6SHGePnpTNyj9eM1dMxOrUiiyAqfDJ:g1T73jGCAeD,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXSEXT.ecf,18515F8DDAEE2750C81D768F2C0E7117,6F597C85E807C88D4BBF5DEE7996FFB1DF86825B,EB747D87C739BE28189684A84AFCF6026F83E10C572492093B1E2EFC573554BD,24:1ARfRtelqjqYiTUgT3riTYJ0oZAzZs3C/:12fRt8/CsJ0oZAzZsc,Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0